hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,81,2016,May,21,15,2,3,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.15,0,0,Canceled,25/02/2016
City Hotel,1,81,2016,May,21,15,2,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,187.85,0,0,Canceled,25/02/2016
City Hotel,1,102,2016,May,21,15,6,13,1,0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,132.6,0,1,Canceled,13/05/2016
City Hotel,1,17,2016,May,21,15,4,8,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,A,1,No Deposit,NULL,153,0,Transient,110,0,0,No-Show,15/05/2016
City Hotel,1,1,2016,May,21,16,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105,0,0,Canceled,16/05/2016
City Hotel,1,7,2016,May,21,16,1,0,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,97,0,0,Canceled,09/05/2016
City Hotel,1,41,2016,May,21,16,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.9,0,0,Canceled,13/04/2016
City Hotel,1,21,2016,May,21,16,1,0,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,157,0,0,Canceled,10/05/2016
City Hotel,1,35,2016,May,21,16,1,1,2,2,0,BB,CHN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,179.01,0,0,Canceled,16/04/2016
City Hotel,1,6,2016,May,21,16,1,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,101.7,0,0,Canceled,10/05/2016
City Hotel,1,84,2016,May,21,16,1,2,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.9,0,0,Canceled,25/02/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,63,2016,May,21,16,1,2,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,NULL,218,0,Transient-Party,130,0,1,No-Show,16/05/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,14/03/2016
City Hotel,1,79,2016,May,21,16,1,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,150.45,0,0,Canceled,27/02/2016
City Hotel,1,64,2016,May,21,16,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,115.6,0,0,Canceled,13/03/2016
City Hotel,1,38,2016,May,21,16,1,3,2,2,0,BB,RUS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,198.9,0,0,Canceled,08/04/2016
City Hotel,1,132,2016,May,21,16,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.25,0,0,No-Show,16/05/2016
City Hotel,1,84,2016,May,21,16,1,3,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.65,0,1,No-Show,16/05/2016
City Hotel,1,87,2016,May,21,16,4,10,2,2,0,BB,RUS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,187.85,0,1,Canceled,20/02/2016
City Hotel,1,88,2016,May,21,16,1,4,1,2,0,BB,NGA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,NULL,0,Transient,187.85,0,1,No-Show,16/05/2016
City Hotel,1,115,2016,April,15,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,No Deposit,1,NULL,34,Transient-Party,65,0,0,Canceled,31/03/2016
City Hotel,1,115,2016,April,15,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,34,Transient-Party,65,0,0,Canceled,31/03/2016
City Hotel,1,115,2016,April,15,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,No Deposit,1,NULL,34,Transient-Party,65,0,0,Canceled,31/03/2016
City Hotel,1,115,2016,April,15,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,34,Transient-Party,65,0,0,Canceled,31/03/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,100,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,0,2016,May,21,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,12,0,0,Canceled,17/05/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,100,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,35,Transient,110,0,0,Canceled,18/01/2016
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,1,82,2016,May,21,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,NULL,0,Transient,80.75,0,0,Canceled,27/04/2016
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,1,No Deposit,NULL,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,1,98,2016,May,21,17,0,2,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,168.3,0,0,Canceled,14/05/2016
City Hotel,1,217,2016,May,21,17,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,95.4,0,0,Canceled,16/05/2016
City Hotel,1,45,2016,May,21,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,79,NULL,0,Transient,159.12,0,1,Canceled,16/05/2016
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,1,64,2016,May,21,17,0,2,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,218,0,Transient-Party,130,0,0,Canceled,12/05/2016
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,1,No Deposit,NULL,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,1,31,2016,May,21,17,0,2,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125.1,0,0,Canceled,22/04/2016
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,1,74,2016,May,21,17,0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.9,0,0,Canceled,04/03/2016
City Hotel,1,134,2016,May,21,17,0,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94.5,0,0,Canceled,05/01/2016
City Hotel,1,77,2016,May,21,17,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,140.4,0,0,Canceled,04/03/2016
City Hotel,1,134,2016,May,21,17,0,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,94.5,0,0,Canceled,05/01/2016
City Hotel,1,58,2016,May,21,17,0,3,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.1,0,0,Canceled,02/05/2016
City Hotel,1,51,2016,May,21,17,0,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,159.3,0,0,Canceled,31/03/2016
City Hotel,1,77,2016,May,21,17,0,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,159.3,0,0,Canceled,04/03/2016
City Hotel,1,134,2016,May,21,17,0,3,1,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94.5,0,0,Canceled,05/01/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,05/05/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,20/01/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,05/05/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,05/05/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,05/05/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,20/01/2016
City Hotel,1,28,2016,May,21,17,0,3,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,213.63,0,0,Canceled,21/04/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,05/05/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,20/01/2016
City Hotel,1,323,2016,May,21,17,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,0,Canceled,05/05/2016
City Hotel,1,58,2016,May,21,18,0,1,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,159.3,0,0,Canceled,02/04/2016
City Hotel,1,0,2016,May,21,18,0,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,E,2,No Deposit,NULL,38,0,Transient-Party,163.18,0,0,No-Show,18/05/2016
City Hotel,1,1,2016,May,21,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,120,0,0,Canceled,18/05/2016
City Hotel,1,156,2016,May,21,18,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,84.24,0,0,Canceled,15/12/2015
City Hotel,1,27,2016,May,21,18,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86,NULL,0,Transient,112.8,0,0,Canceled,03/05/2016
City Hotel,1,116,2016,May,21,18,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,104.5,0,0,Canceled,23/01/2016
City Hotel,1,7,2016,May,21,18,0,1,1,0,0,SC,GBR,Offline TA/TO,GDS,0,0,0,E,E,0,No Deposit,195,NULL,0,Transient,169,0,0,Canceled,18/05/2016
City Hotel,1,29,2016,May,21,18,0,1,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156,0,0,Canceled,19/04/2016
City Hotel,1,29,2016,May,21,18,0,1,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156,0,0,Canceled,19/04/2016
City Hotel,1,10,2016,May,21,18,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,119.5,0,0,Canceled,17/05/2016
City Hotel,1,81,2016,May,21,18,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.9,0,0,Canceled,18/04/2016
City Hotel,1,9,2016,May,21,18,0,2,0,2,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,119.5,0,0,Canceled,17/05/2016
City Hotel,1,57,2016,May,21,18,0,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22,NULL,0,Transient,111.6,0,0,No-Show,18/05/2016
City Hotel,1,40,2016,May,21,18,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,140.4,0,0,Canceled,11/05/2016
City Hotel,1,37,2016,May,21,18,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,179,0,Transient,89,0,0,Canceled,02/05/2016
City Hotel,1,37,2016,May,21,18,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,179,0,Transient,89,0,0,No-Show,18/05/2016
City Hotel,1,134,2016,May,21,18,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,1,Canceled,05/02/2016
City Hotel,1,53,2016,May,21,18,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.9,0,0,Canceled,28/03/2016
City Hotel,1,97,2016,May,21,18,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,130.9,0,0,Canceled,11/02/2016
City Hotel,1,94,2016,May,21,18,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,127.93,0,0,Canceled,09/05/2016
City Hotel,1,113,2016,May,21,18,1,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.65,0,0,Canceled,26/01/2016
City Hotel,1,2,2016,May,21,19,0,1,1,0,0,BB,CHE,Offline TA/TO,GDS,0,0,0,E,E,0,No Deposit,195,NULL,0,Transient,181,0,0,Canceled,17/05/2016
City Hotel,1,316,2016,May,21,19,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,59,0,0,Canceled,22/10/2015
City Hotel,1,99,2016,May,21,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,1,Canceled,03/05/2016
City Hotel,1,81,2016,May,21,19,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.1,0,0,Canceled,21/04/2016
City Hotel,1,21,2016,May,21,19,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,86,NULL,0,Transient,124.8,0,0,Canceled,03/05/2016
City Hotel,1,59,2016,May,21,19,0,1,1,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,121.5,0,0,Canceled,23/03/2016
City Hotel,1,316,2016,May,21,19,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,59,0,0,Canceled,22/10/2015
City Hotel,1,157,2016,May,21,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,84.24,0,0,Canceled,15/12/2015
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22/10/2015
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22/10/2015
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22/10/2015
City Hotel,1,28,2016,May,21,19,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,174,0,Transient-Party,95,0,0,Canceled,14/05/2016
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22/10/2015
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22/10/2015
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22/10/2015
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22/10/2015
City Hotel,1,28,2016,May,21,19,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,174,0,Transient-Party,100,0,0,Canceled,14/05/2016
City Hotel,1,28,2016,May,21,19,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,174,0,Transient-Party,95,0,0,Canceled,04/05/2016
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22/10/2015
